regime,seed,snapshot_t,user,x,y
sudden,304,3,4,0.7284303945519782,0.7793536999009592
sudden,304,4,0,0.1836278216491546,0.8019872677152136
sudden,304,4,1,0.36389027823234116,0.2640267929788917
sudden,304,4,2,0.4195490714532742,0.56095971255701
sudden,304,4,3,0.7082519662093446,0.2528010983853428
sudden,304,4,4,0.7322303966217278,0.840466442229556
sudden,304,5,0,0.1873109242703614,0.7987971717580614
sudden,304,5,1,0.3452364792328564,0.23915089968084544
sudden,304,5,2,0.4889946075124624,0.577812326061195
sudden,304,5,3,0.7128238521437658,0.2873113362510693
sudden,304,5,4,0.4031773351671111,0.522048877943317
sudden,304,6,0,0.20128931178459997,0.8422548883324787
sudden,304,6,1,0.36161977219481417,0.2618709760658907
sudden,304,6,2,0.4997145742959769,0.5482172007891842
sudden,304,6,3,0.6972712910590831,0.2632687007266097
sudden,304,6,4,0.3939187687629362,0.48396344580160966
sudden,304,7,0,0.21142182809398943,0.8097419872976952
sudden,304,7,1,0.3592617761595785,0.2677015182728247
sudden,304,7,2,0.5553970050662222,0.5468090469808486
sudden,304,7,3,0.635637737456363,0.3237782483425759
sudden,304,7,4,0.42409153134849104,0.48866012103461687
sudden,304,8,0,0.17831610447084262,0.7985829775468918
sudden,304,8,1,0.38669872610133005,0.3367353443722507
sudden,304,8,2,0.5962182940666969,0.6011653243731538
sudden,304,8,3,0.6518019046749802,0.3079329149669354
sudden,304,8,4,0.3863605170065392,0.5285155962838138
sudden,304,9,0,0.12469294794100277,0.8052541789652122
sudden,304,9,1,0.4506250635182749,0.3778571923545156
sudden,304,9,2,0.559953419001346,0.6487506776409427
sudden,304,9,3,0.6220121106448645,0.25747242915903423
sudden,304,9,4,0.3767233789142911,0.5198564182838831
sudden,304,10,0,0.19883741491834642,0.8078282102722169
sudden,304,10,1,0.41402934914867784,0.32255963284593303
sudden,304,10,2,0.5302614184360106,0.6449512835364057
sudden,304,10,3,0.5825730862328752,0.22787622488617748
sudden,304,10,4,0.3404840680038511,0.5358826623215367
sudden,304,11,0,0.15474267467545755,0.8151465871121913
sudden,304,11,1,0.3671450437785732,0.2978462331047093
sudden,304,11,2,0.5780355584022899,0.656295364597203
sudden,304,11,3,0.5952721250097852,0.23284345663930525
sudden,304,11,4,0.3124904511906549,0.5455806382239109
continuous_sudden,401,0,0,0.14,0.78
continuous_sudden,401,0,1,0.3,0.3
continuous_sudden,401,0,2,0.47,0.62
continuous_sudden,401,0,3,0.66,0.33
continuous_sudden,401,0,4,0.82,0.77
continuous_sudden,401,1,0,0.13267552505392954,0.22559234384906418
continuous_sudden,401,1,1,0.40288450049454194,0.24912300603219786
continuous_sudden,401,1,2,0.4907711391093376,0.5300437550626249
continuous_sudden,401,1,3,0.7576603644130131,0.4084054013306234
continuous_sudden,401,1,4,0.8989825213654871,0.77814321189139
continuous_sudden,401,2,0,0.11810052131143685,0.25755508067276156
continuous_sudden,401,2,1,0.8600922877872255,0.26890199385439795
continuous_sudden,401,2,2,0.5492281779281871,0.4429836908280508
continuous_sudden,401,2,3,0.7768877506577272,0.4397992009946101
continuous_sudden,401,2,4,0.9747369819857656,0.7848575505982652
continuous_sudden,401,3,0,0.13396498163247056,0.28515690340788674
continuous_sudden,401,3,1,0.8233317982988267,0.20687210816313029
continuous_sudden,401,3,2,0.24761364370436745,0.8698144360031987
continuous_sudden,401,3,3,0.7300890817546711,0.39678744657242704
continuous_sudden,401,3,4,0.9224984324894872,0.6941443277944057
continuous_sudden,401,4,0,0.13750706843716548,0.3259807079757993
continuous_sudden,401,4,1,0.895698719166401,0.20612987167233185
continuous_sudden,401,4,2,0.23102052174127014,0.8606855608833336
continuous_sudden,401,4,3,0.7878026063523481,0.8107717744560801
continuous_sudden,401,4,4,0.9764980079060049,0.6353108810628753
continuous_sudden,401,5,0,0.04995587527013584,0.49129185236849293
continuous_sudden,401,5,1,0.8769962851098719,0.317819266005004
continuous_sudden,401,5,2,0.268754334558187,0.8803625666836917
continuous_sudden,401,5,3,0.7436167901836412,0.7520608430826949
continuous_sudden,401,5,4,0.48155413590449864,0.21886870774008885
continuous_sudden,401,6,0,0.5158919839158749,0.8740588162990202
continuous_sudden,401,6,1,0.87518888209231,0.3223910382180899
continuous_sudden,401,6,2,0.26761743835088864,0.8903455468737411
continuous_sudden,401,6,3,0.7303980492111972,0.7857439669643383
continuous_sudden,401,6,4,0.4250620805283236,0.058991163125034746
continuous_sudden,401,7,0,0.38904223632381835,0.98
continuous_sudden,401,7,1,0.207790051286597,0.19674286733195578
continuous_sudden,401,7,2,0.29245478385354023,0.7654209546481302
continuous_sudden,401,7,3,0.8147809903315105,0.8306647873915785
continuous_sudden,401,7,4,0.4789603581365415,0.0441390234815159
continuous_sudden,401,8,0,0.37232019847503994,0.9565357195868602
continuous_sudden,401,8,1,0.20803498320077612,0.2818215144704641
continuous_sudden,401,8,2,0.8323496205632129,0.16739052209975389
continuous_sudden,401,8,3,0.8116144244690626,0.7882158233173698
continuous_sudden,401,8,4,0.4353898219629781,0.09286215590368697
continuous_sudden,401,9,0,0.2984686617232578,0.98
continuous_sudden,401,9,1,0.042511934438297816,0.18748838038365573
continuous_sudden,401,9,2,0.7886773058847851,0.15037704732947024
continuous_sudden,401,9,3,0.23266559670905745,0.8018402768323759
continuous_sudden,401,9,4,0.4007064595820716,0.10542987452247637
continuous_sudden,401,10,0,0.34494810984529556,0.9763474614657119
continuous_sudden,401,10,1,0.02,0.18039127233821217
continuous_sudden,401,10,2,0.7025755152559371,0.25915257854783025
continuous_sudden,401,10,3,0.2086337604600737,0.7304765122712978
continuous_sudden,401,10,4,0.8238814616324507,0.7622410667629085
continuous_sudden,401,11,0,0.533757980484712,0.13684790759403936
continuous_sudden,401,11,1,0.02,0.1472300719849567
continuous_sudden,401,11,2,0.6593776957319423,0.2771606098198226
continuous_sudden,401,11,3,0.1131494897834187,0.7812960877146586
continuous_sudden,401,11,4,0.8211576335022831,0.6728653708408253
continuous_sudden,402,0,0,0.14,0.78
continuous_sudden,402,0,1,0.3,0.3
continuous_sudden,402,0,2,0.47,0.62
continuous_sudden,402,0,3,0.66,0.33
continuous_sudden,402,0,4,0.82,0.77
continuous_sudden,402,1,0,0.1332574395240826,0.2146518124971654
continuous_sudden,402,1,1,0.14218341673269513,0.3338712197764086
continuous_sudden,402,1,2,0.308608877980716,0.6565846004340988
continuous_sudden,402,1,3,0.5991417096294572,0.38806282633379446
continuous_sudden,402,1,4,0.7269314499500799,0.7265192685544406
continuous_sudden,402,2,0,0.1280965894811363,0.21524864026782883
continuous_sudden,402,2,1,0.8073858050628537,0.1968486985099221
continuous_sudden,402,2,2,0.3096256161244238,0.6827751225926878
continuous_sudden,402,2,3,0.6903782220989634,0.36700654068518257
continuous_sudden,402,2,4,0.7649438201611312,0.7834220060842854
continuous_sudden,402,3,0,0.20060054777550596,0.21474291920770638
continuous_sudden,402,3,1,0.7095035107809295,0.3175681073651261
continuous_sudden,402,3,2,0.23270107752597313,0.7801559752914493
continuous_sudden,402,3,3,0.5939242764612248,0.24051823631025826
continuous_sudden,402,3,4,0.8175952782109869,0.8107681784679582
continuous_sudden,402,4,0,0.24761174613531484,0.3282571727360042
continuous_sudden,402,4,1,0.7952635155105856,0.4475911598874125
continuous_sudden,402,4,2,0.20693908117102558,0.8463731211394608
continuous_sudden,402,4,3,0.8459032814095833,0.8264944658018409
continuous_sudden,402,4,4,0.7556268732154898,0.9239259872385966
continuous_sudden,402,5,0,0.39255246355234164,0.28840922283620346
continuous_sudden,402,5,1,0.7819879030906108,0.6187604512055083
continuous_sudden,402,5,2,0.16255608760904544,0.850526451605052
continuous_sudden,402,5,3,0.8798875856347637,0.9290529062430666
continuous_sudden,402,5,4,0.5256529392226622,0.1909319191173864
continuous_sudden,402,6,0,0.5301342973785975,0.8176115562090887
continuous_sudden,402,6,1,0.7389453854925044,0.7306132023816932
continuous_sudden,402,6,2,0.08227031035995672,0.7918120273255558
continuous_sudden,402,6,3,0.8276161197129842,0.8816146521030581
continuous_sudden,402,6,4,0.48914550701175186,0.18771093599902744
continuous_sudden,402,7,0,0.47538111924268234,0.9090282970986786
continuous_sudden,402,7,1,0.20456960731046828,0.14957834114868682
continuous_sudden,402,7,2,0.1558145633564203,0.7018423136396859
continuous_sudden,402,7,3,0.8743297078897337,0.8200067848800562
continuous_sudden,402,7,4,0.684353277184576,0.19339743088976574
continuous_sudden,402,8,0,0.4313530256704269,0.8717160102781814
continuous_sudden,402,8,1,0.08252440971080721,0.16975452829685378
continuous_sudden,402,8,2,0.8260699559472715,0.2302493648933156
continuous_sudden,402,8,3,0.8002978605028923,0.7118720274633978
continuous_sudden,402,8,4,0.611284003512219,0.20525323025200018
continuous_sudden,402,9,0,0.39893137027321124,0.8689885545613665
continuous_sudden,402,9,1,0.1268544448561761,0.02
continuous_sudden,402,9,2,0.7756894821044572,0.2664984789174159
continuous_sudden,402,9,3,0.2180836685489587,0.848913625175194
continuous_sudden,402,9,4,0.5896802663908589,0.13163845785004505
continuous_sudden,402,10,0,0.23267981962394824,0.8721103555988805
continuous_sudden,402,10,1,0.027388755325791672,0.0662018278197121
continuous_sudden,402,10,2,0.6443093338528374,0.21189322397735502
continuous_sudden,402,10,3,0.09508913117423169,0.7863430936872022
continuous_sudden,402,10,4,0.8843848548742657,0.7585461070236752
continuous_sudden,402,11,0,0.46617094351462973,0.19562314574460113
continuous_sudden,402,11,1,0.060644998788595354,0.11292346203005826
continuous_sudden,402,11,2,0.5275000082358061,0.09550429230086946
continuous_sudden,402,11,3,0.09707170858907074,0.914581156816747
continuous_sudden,402,11,4,0.7232588267702942,0.7231931521133383
continuous_sudden,403,0,0,0.14,0.78
continuous_sudden,403,0,1,0.3,0.3
continuous_sudden,403,0,2,0.47,0.62
continuous_sudden,403,0,3,0.66,0.33
continuous_sudden,403,0,4,0.82,0.77
continuous_sudden,403,1,0,0.1618439228402726,0.2131051452753308
continuous_sudden,403,1,1,0.3212227143241378,0.2547503860341566
continuous_sudden,403,1,2,0.5660060072692372,0.6054024037202682
continuous_sudden,403,1,3,0.642067891698504,0.27009805457177294
continuous_sudden,403,1,4,0.8673822500784646,0.6916014388051055
continuous_sudden,403,2,0,0.247111143178305,0.24292231488245192
continuous_sudden,403,2,1,0.8310813566964166,0.23841082451204165
continuous_sudden,403,2,2,0.7657703753358511,0.6260285366244848
continuous_sudden,403,2,3,0.6534694973279145,0.2556203425655114
continuous_sudden,403,2,4,0.9799394785173599,0.6964300552846978
continuous_sudden,403,3,0,0.1737128143340652,0.14535656653139029
continuous_sudden,403,3,1,0.8615501632084364,0.17185564788534033
continuous_sudden,403,3,2,0.23522749161315293,0.8194037299789314
continuous_sudden,403,3,3,0.6215177480457101,0.18726825937033745
continuous_sudden,403,3,4,0.8944171489101533,0.7215435961605297
continuous_sudden,403,4,0,0.17817162270315717,0.24052266475173467
continuous_sudden,403,4,1,0.8494613553054959,0.2197067439423605
continuous_sudden,403,4,2,0.17601518873414485,0.8055245933508454
continuous_sudden,403,4,3,0.7890130022179076,0.8206978323470504
continuous_sudden,403,4,4,0.8506182517825001,0.8051484293160686
continuous_sudden,403,5,0,0.2757548273005359,0.25366419090129627
continuous_sudden,403,5,1,0.9128049457848555,0.20953198024969016
continuous_sudden,403,5,2,0.1866897725599533,0.7828395474740648
continuous_sudden,403,5,3,0.716518208531574,0.8741819485494003
continuous_sudden,403,5,4,0.48697692913997104,0.2303140803627624
continuous_sudden,403,6,0,0.4560275287491739,0.8511037824871205
continuous_sudden,403,6,1,0.98,0.18844345163419576
continuous_sudden,403,6,2,0.24454615697943222,0.7768044232118078
continuous_sudden,403,6,3,0.7408872815720391,0.8028977405616504
continuous_sudden,403,6,4,0.5720001812887157,0.1956768420938496
continuous_sudden,403,7,0,0.5486450641929067,0.9780646339886033
continuous_sudden,403,7,1,0.1950621034548706,0.1427330753410027
continuous_sudden,403,7,2,0.2746242124852219,0.7464911417306962
continuous_sudden,403,7,3,0.7272750721576744,0.8037437121595263
continuous_sudden,403,7,4,0.6124276090097942,0.3102856746695725
continuous_sudden,403,8,0,0.46240327982924917,0.7956521887188948
continuous_sudden,403,8,1,0.20760363397134066,0.02560313883517361
continuous_sudden,403,8,2,0.8528758219256474,0.24564707686412465
continuous_sudden,403,8,3,0.6953093949625059,0.7853956059081891
continuous_sudden,403,8,4,0.6224105446157185,0.43368678017587603
continuous_sudden,403,9,0,0.3906586619798793,0.8339963323639669
continuous_sudden,403,9,1,0.21077923999452916,0.0791394427620355
continuous_sudden,403,9,2,0.9022941466986397,0.12662945209678228
continuous_sudden,403,9,3,0.16789975111896466,0.8013343317571675
continuous_sudden,403,9,4,0.6284645129816531,0.5480658433645937
continuous_sudden,403,10,0,0.4040001778801099,0.9295660933715819
continuous_sudden,403,10,1,0.11709649661137883,0.12416193755734783
continuous_sudden,403,10,2,0.9141979245797625,0.18201248690896893
continuous_sudden,403,10,3,0.23241575526965286,0.8849326844646757
continuous_sudden,403,10,4,0.8644675494369989,0.825285439878472
continuous_sudden,403,11,0,0.5673407711318285,0.19744007443079126
continuous_sudden,403,11,1,0.16074352617919335,0.10313631269817712
continuous_sudden,403,11,2,0.8496977142009858,0.14874648508169047
continuous_sudden,403,11,3,0.18029064042107193,0.7926865416359022
continuous_sudden,403,11,4,0.8207577916877178,0.7856396266425851
continuous_sudden,404,0,0,0.14,0.78
continuous_sudden,404,0,1,0.3,0.3
continuous_sudden,404,0,2,0.47,0.62
continuous_sudden,404,0,3,0.66,0.33
continuous_sudden,404,0,4,0.82,0.77
continuous_sudden,404,1,0,0.20301696739538058,0.19172708993888504
continuous_sudden,404,1,1,0.31234778923895423,0.34555285446447653
continuous_sudden,404,1,2,0.47290111817328984,0.6104549468428234
continuous_sudden,404,1,3,0.6627496384539858,0.40384353453421806
continuous_sudden,404,1,4,0.7172970557772522,0.8611240373857638
continuous_sudden,404,2,0,0.22300507186092677,0.15223363466966033
continuous_sudden,404,2,1,0.8447021641459183,0.1686516836892466
continuous_sudden,404,2,2,0.4971400599238124,0.5938752328815854
continuous_sudden,404,2,3,0.6332775474769273,0.36303160317837857
continuous_sudden,404,2,4,0.7671709284254502,0.840266841149246
continuous_sudden,404,3,0,0.19335226365967445,0.06888193256861158
continuous_sudden,404,3,1,0.9221558514646458,0.26530332445516125
continuous_sudden,404,3,2,0.22492594423198395,0.785313209271772
continuous_sudden,404,3,3,0.6315531152894639,0.40268535874967126
continuous_sudden,404,3,4,0.7920231247050468,0.6871776308427033
continuous_sudden,404,4,0,0.37946428243142927,0.02019987918339343
continuous_sudden,404,4,1,0.9145497526704869,0.2750056438785041
continuous_sudden,404,4,2,0.26491111642983767,0.8221400668641756
continuous_sudden,404,4,3,0.7876101668027309,0.7625020475874381
continuous_sudden,404,4,4,0.8239274732603175,0.6631071923314553
continuous_sudden,404,5,0,0.4032980701343958,0.020678952340768567
continuous_sudden,404,5,1,0.8547967674655821,0.21573040134547528
continuous_sudden,404,5,2,0.2395481174784067,0.8796824767036903
continuous_sudden,404,5,3,0.6492088088893747,0.7845523536202681
continuous_sudden,404,5,4,0.5391095463506945,0.21663075196941897
continuous_sudden,404,6,0,0.5526460874194822,0.8225545185718011
continuous_sudden,404,6,1,0.8725536658749017,0.2588556374065184
continuous_sudden,404,6,2,0.28457949069689537,0.9318192807424307
continuous_sudden,404,6,3,0.6405738752118628,0.7874268820442637
continuous_sudden,404,6,4,0.4805236162618456,0.24935066782604093
continuous_sudden,404,7,0,0.5513760609451227,0.7954239518916386
continuous_sudden,404,7,1,0.18150821665622205,0.19596852064299305
continuous_sudden,404,7,2,0.41122142506936943,0.9108649768460151
continuous_sudden,404,7,3,0.6537662999970819,0.8176163632729815
continuous_sudden,404,7,4,0.4924535949016084,0.3188936875050595
continuous_sudden,404,8,0,0.46424492639766535,0.8409547888201869
continuous_sudden,404,8,1,0.10325761137574951,0.16808450369707026
continuous_sudden,404,8,2,0.7700290231806245,0.23119408496353716
continuous_sudden,404,8,3,0.5943408122671318,0.8427162175446516
continuous_sudden,404,8,4,0.5099711760357699,0.3330918915539742
continuous_sudden,404,9,0,0.45739089297290525,0.8497907926445047
continuous_sudden,404,9,1,0.12270721915631996,0.1951347709179906
continuous_sudden,404,9,2,0.8059374513818454,0.2320124086556572
continuous_sudden,404,9,3,0.22076327665357393,0.7965611809681006
continuous_sudden,404,9,4,0.4966967520869186,0.26395226326048304
continuous_sudden,404,10,0,0.5253694625079856,0.860988856311179
continuous_sudden,404,10,1,0.10391364428386189,0.29697040067455205
continuous_sudden,404,10,2,0.6936328065803034,0.1187078793895284
continuous_sudden,404,10,3,0.13065722398611196,0.7030683597901142
continuous_sudden,404,10,4,0.818082038624912,0.8282275710471967
continuous_sudden,404,11,0,0.5524773903279385,0.13974924455804272
continuous_sudden,404,11,1,0.14207708556705737,0.316842177621726
continuous_sudden,404,11,2,0.7683992477734812,0.09029301260296972
continuous_sudden,404,11,3,0.12969938841324183,0.617203420101091
continuous_sudden,404,11,4,0.7911236307639374,0.9574919509170656
